Реестровый номер контракта,Ссылка на контракт,Цена контракта,Полное наименование заказчика,Сокращенное наименование заказчика,ИНН,Дата начала исполнения контракта,Дата окончания исполнения контракта,Наименование поставщика,ИНН поставщика,Адрес поставщика,Телефон поставщика,Почта Поставщика,
№ 1771005448321000096,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771005448321000096,"1 943 040,00 ₽",ВЕРХОВНЫЙ СУД РОССИЙСКОЙ ФЕДЕРАЦИИ,ВЕРХОВНЫЙ СУД РОССИЙСКОЙ ФЕДЕРАЦИИ,7710054483,01.01.22,30.12.22,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГЛОБУС-ТЕЛЕКОМ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГЛОБУС-ТЕЛЕКОМ"")",7715227394,"127018, Г МОСКВА 77, УЛ ОБРАЗЦОВА, 38",7-495-9800098,e.ryskal@globus-telecom.ru,
№ 2770182732021001359,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770182732021001359,"2 826 117,67 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ОРГАНИЗАЦИЙ ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ""","ГКУ ""ДИРЕКЦИЯ ОДОТСЗН Г. МОСКВЫ""",7701827320,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНТАЖПРОЕКТ"" (ООО ""МОНТАЖПРОЕКТ"")",7727803483,"111123, Г МОСКВА 77, Ш ЭНТУЗИАСТОВ, ДОМ 56, СТРОЕНИЕ  25, ЭТАЖ 3 ПОМ 302",+7 (926) 282-14-29,montazh.proekt@mail.ru,
№ 2772459896621000664,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772459896621000664,"2 900 109,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.М. БУЯНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМЕНИ В.М. БУЯНОВА ДЗМ""",7724598966,11.11.21,15.02.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭТАЛЬ-МЕД"" (ООО ""ЭТАЛЬ-МЕД"")",7743142914,"125599, Г МОСКВА 77, УЛ МАРШАЛА ФЕДОРЕНКО, ДОМ 3, СТРОЕНИЕ 1",+7 (985) 765-48-85,etal_med@mail.ru,
№ 2772765679021000777,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772765679021000777,"865 263,44 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ""","ГБУ ""АВТОМОБИЛЬНЫЕ ДОРОГИ""",7727656790,01.01.22,31.12.23,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКАЯ ОБЪЕДИНЕННАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ"" (ПАО ""МОЭК"")",7720518494,"119526, Г МОСКВА 77, ПР-КТ ВЕРНАДСКОГО, ДОМ 101, КОРПУС 3, ЭТ/КАБ 20/2017",+7 (495) 657-84-52,os7@moek.ru,
№ 3503404320221000319,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3503404320221000319,"777 120,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ОРЕХОВО-ЗУЕВСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА""","ГБУЗ МО ""ОРЕХОВО-ЗУЕВСКАЯ ЦГБ""",5034043202,10.11.21,31.07.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""МЕГАПОЛИС-ОПТИМА"" (ООО ""ЧОП ""МЕГАПОЛИС-ОПТИМА"")",5034018100,"142600, ОБЛ МОСКОВСКАЯ 50, Г ОРЕХОВО-ЗУЕВО, УЛ ЛЕНИНА, 78",7496-415-15-02,megapolis-optima@mail.ru,
№ 2771904680021000632,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771904680021000632,"2 896 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Ф.И. ИНОЗЕМЦЕВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. Ф.И. ИНОЗЕМЦЕВА ДЗМ""",7719046800,08.11.21,18.01.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕКАТА"" (ООО ""ГЕКАТА"")",7734361405,"115191, Г МОСКВА 77, ПРОЕЗД 4-Й РОЩИНСКИЙ, ДОМ 20, СТРОЕНИЕ 1, Э 2 К 237",+7 (495) 799-38-58,sale@gekata.su,
№ 2773113820821000032,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773113820821000032,"573 886,20 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 63 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДСП № 63 ДЗМ""",7731138208,01.01.22,31.12.22,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА КУНЦЕВО"" (ГБУ ""ЖИЛИЩНИК РАЙОНА КУНЦЕВО"")",7731486290,"121359, Г МОСКВА 77, УЛ ОРШАНСКАЯ, 11",+7 (495) 416-99-51,zakupki_gbu_kuncevo@mail.ru,
№ 2770479631021000004,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770479631021000004,"4 496 376,73 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ГОРОДСКОЕ АГЕНТСТВО УПРАВЛЕНИЯ ИНВЕСТИЦИЯМИ""","ГБУ ""ГАУИ""",7704796310,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"" (ООО ""ЧОП ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"")",7722593458,"109542, Г МОСКВА 77, ПР-КТ РЯЗАНСКИЙ, ДОМ 86/1, СТРОЕНИЕ 1, ЭТ 5 КАБ 5",+7 (495) 777-13-24,lastochkin.rn@bayard-security.ru,
№ 2772459896621000663,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772459896621000663,"2 174 750,01 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.М. БУЯНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМЕНИ В.М. БУЯНОВА ДЗМ""",7724598966,11.11.21,31.12.21,МЕЩЕРСКИЙ ДМИТРИЙ АЛЕКСАНДРОВИЧИндивидуальный предприниматель,504002067202,"ОБЛ МОСКОВСКАЯ 50, Г РАМЕНСКОЕ",+7 (985) 998-29-30,dmeshchersky@list.ru,
№ 2772459896621000662,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772459896621000662,"2 396 416,68 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.М. БУЯНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМЕНИ В.М. БУЯНОВА ДЗМ""",7724598966,11.11.21,31.12.21,МЕЩЕРСКИЙ ДМИТРИЙ АЛЕКСАНДРОВИЧИндивидуальный предприниматель,504002067202,"ОБЛ МОСКОВСКАЯ 50, Г РАМЕНСКОЕ",+7 (985) 998-29-30,dmeshchersky@list.ru,
№ 2772765679021000775,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772765679021000775,"1 640 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ""","ГБУ ""АВТОМОБИЛЬНЫЕ ДОРОГИ""",7727656790,01.01.22,31.12.23,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСЭНЕРГОСБЫТ"" (АО ""МОСЭНЕРГОСБЫТ"")",7736520080,"117312, Г МОСКВА 77, УЛ ВАВИЛОВА, 9",+7 (495) 981-98-19,info@mosenergosbyt.ru,
№ 2772459896621000661,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772459896621000661,"1 024 480,02 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.М. БУЯНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМЕНИ В.М. БУЯНОВА ДЗМ""",7724598966,11.11.21,31.12.21,АВЕДИСЯН АРТУР СЕРГЕЕВИЧИндивидуальный предприниматель,402507042387,"ОБЛ. КАЛУЖСКАЯ 40, Г. ОБНИНСК",+7 (890) 574-73-63,ip.avedisyanas@yandex.ru,
№ 2772389525021000069,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772389525021000069,"867 872,40 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА ПЕЧАТНИКИ""","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕЧАТНИКИ""",7723895250,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРТЕМ ТУЛС"" (ООО ""АРТЕМ ТУЛС"")",9701078957,"121609, Г МОСКВА 77, УЛ ОСЕННЯЯ, ДОМ 23, ЭТ 9 П I-957 К 34 ОФ 18",+7 (495) 989-84-19,artemtools@mail.ru,
№ 2772331667221000029,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772331667221000029,"628 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ТЕАТР МУЗЫКИ И ДРАМЫ ПОД РУКОВОДСТВОМ СТАСА НАМИНА""","ГБУК Г. МОСКВЫ ""ТЕАТР СТАСА НАМИНА""",7723316672,10.11.21,25.12.21,"Поставщик (подрядчик, исполнитель) культурных ценностей, в том числе музейных предметов и музейных коллекций, а также редких и ценных изданий, рукописей, архивных документов",9701078957,,,,
№ 2771609955421001245,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771609955421001245,"2 021 336,22 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №40 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ №40 ДЗМ""",7716099554,01.01.22,31.12.22,ПОНОМАРЕНКО НИНА ВИТАЛЬЕВНАИндивидуальный предприниматель,772011117103,- Москва 77,+7 (929) 654-65-76,ip_ponomarenko@list.ru,
№ 2771609955421001244,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771609955421001244,"1 364 272,88 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №40 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ №40 ДЗМ""",7716099554,08.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИКРО-ЛАБ"" (ООО ""МИКРО-ЛАБ"")",7716839015,"129323, Г. МОСКВА 77, ПР-Д РУСАНОВА, Д. 2, СТР. 1, ПОМЕЩ. I КОМ. 29",+7 (499) 399-32-36,pavlova@micro-lab.org,
№ 2771904718421000509,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771904718421000509,"771 800,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Д.Д. ПЛЕТНЁВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. Д.Д. ПЛЕТНЁВА ДЗМ""",7719047184,11.11.21,30.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРИНСИПАЛ-БМ"" (ООО ""ПРИНСИПАЛ-БМ"")",7706771569,"117218, Г МОСКВА 77, УЛ КЕДРОВА, ДОМ 14, КОРПУС 1, ЭТ 2 ПОМ I КАБ 213",+7 (499) 124-67-22,info@principalbm.ru,
№ 2772208653921000522,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772208653921000522,"704 771,64 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 29 ИМ. Н.Э. БАУМАНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ № 29 ИМ. Н.Э. БАУМАНА""",7722086539,10.11.21,31.12.21,ЦЫБИН АЛЕКСАНДР ВЛАДИМИРОВИЧИндивидуальный предприниматель,504709072084,"ОБЛ. МОСКОВСКАЯ 50, Г. ХИМКИ",+7 (905) 726-99-99,lifemedhelp@yandex.ru,
№ 2772717837421000101,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772717837421000101,"772 800,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА ЧЕРЕМУШКИ""","ГБУ ""ЖИЛИЩНИК РАЙОНА ЧЕРЕМУШКИ""",7727178374,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМЕД"" (ООО ""ПРОМЕД"")",7743150672,"129164, Г МОСКВА 77, УЛ МАЛОМОСКОВСКАЯ, ДОМ 21, КОРПУС 4, Э/ПОМ/КОМ 1/VII/(2-3; 11-13)",+7 (499) 394-24-77,6093980@gmail.com,
№ 2772717837421000100,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772717837421000100,"553 660,20 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА ЧЕРЕМУШКИ""","ГБУ ""ЖИЛИЩНИК РАЙОНА ЧЕРЕМУШКИ""",7727178374,15.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НКН"" (ООО ""НКН"")",7727665138,"123112, Г МОСКВА 77, НАБ ПРЕСНЕНСКАЯ, ДОМ 8, СТРОЕНИЕ 1, ЭТ 48 ПОМ 484С КОМ 3,4",+7 (903) 251-65-58,nkn333@bk.ru,
№ 2772717837421000099,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772717837421000099,"1 072 535,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА ЧЕРЕМУШКИ""","ГБУ ""ЖИЛИЩНИК РАЙОНА ЧЕРЕМУШКИ""",7727178374,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ККК"" (ООО ""ККК"")",7107133158,"300045, ОБЛ ТУЛЬСКАЯ 71, Г ТУЛА, УЛ РОГОЖИНСКАЯ, ДОМ 18, НЕЖ. ЗДАНИЕ ПРОИЗВОДСТВЕННОЕ, ОФИС 237 (ЛИТ. А)",+7 (930) 899-16-13,nata.khrapova13@mail.ru,
№ 2772717837421000098,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772717837421000098,"2 070 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА ЧЕРЕМУШКИ""","ГБУ ""ЖИЛИЩНИК РАЙОНА ЧЕРЕМУШКИ""",7727178374,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОСПЕКТ"" (ООО ""ПРОСПЕКТ"")",3702256070,"153008, ОБЛ. ИВАНОВСКАЯ 37, Г. Иваново, УЛ. МОСКОВСКАЯ, Д. 62, ОФИС 5В",+7 (960) 512-12-12,prospekt-37@mail.ru,
№ 1770266731021000177,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770266731021000177,"669 825,00 ₽",МОСКОВСКО-ОКСКОЕ ТЕРРИТОРИАЛЬНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОГО АГЕНТСТВА ПО РЫБОЛОВСТВУ,МОСКОВСКО-ОКСКОЕ ТЕРРИТОРИАЛЬНОЕ УПРАВЛЕНИЕ РОСРЫБОЛОВСТВА,7702667310,08.11.21,31.12.21,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РАДИОЭЛЕКТРОННЫЙ СЕРВИС"" (АКЦИОНЕРНОЕ ОБЩЕСТВО ""РАДИОЭЛЕКТРОННЫЙ СЕРВИС"")",7713272539,"127083, Г МОСКВА 77, УЛ ЮННАТОВ, ДОМ 18, ОФИС Э6/ПXIX/КОМ8-8А-8Б-9",7-495-2294902,res@res.ru,
№ 2770604331221000124,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770604331221000124,"788 000,00 ₽","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""ЭКОТЕХПРОМ""","ГУП ""ЭКОТЕХПРОМ""",7706043312,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД+"" (ООО ""АВАНГАРД+"")",4027136687,"248007, ОБЛ КАЛУЖСКАЯ 40, Г КАЛУГА, УЛ КАЛУГА-БОР, ДОМ 5",+7 (484) 279-39-09,avangard_kaluga@list.ru,
№ 2772710559121000114,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772710559121000114,"2 700 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ОРГАНИЗАЦИИ ЗДРАВООХРАНЕНИЯ И МЕДИЦИНСКОГО МЕНЕДЖМЕНТА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУ ""НИИОЗММ ДЗМ""",7727105591,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТУРБОКОМПЛЕКТСЕРВИС"" (ООО «ТКС»)",7707847355,"117463, Г МОСКВА 77, УЛ ГОЛУБИНСКАЯ, ДОМ 16, ЭТ/ПОМ/КОМ 1/XV/15",+7 (495) 988-43-41,info@tkscorp.ru,
№ 2771096064021000051,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771096064021000051,"981 595,66 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР""","ГБУ Г.МОСКВЫ ""МИЦ""",7710960640,09.11.21,31.12.21,АНДРЕЕВ ИЛЬЯ СЕРГЕЕВИЧИндивидуальный предприниматель,165711392901,"РЕСП ТАТАРСТАН 16, Г КАЗАНЬ",+7 (926) 348-39-83,ilia.andreyev@gmail.com,
№ 2770135608621000129,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770135608621000129,"169 824 000,00 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ИНФОРМАЦИОННЫЙ ГОРОД""","ГКУ ""ИНФОГОРОД""",7701356086,09.11.21,31.07.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙТИТУДЖИ"" (ООО ""АЙТИТУДЖИ"")",9701073780,"109544, Г МОСКВА 77, УЛ БОЛЬШАЯ АНДРОНЬЕВСКАЯ, ДОМ 17А, ЭТ/КОМН. 3/31",+7 (499) 917-09-91,paa@it2g.ru,
№ 2773409151921001335,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773409151921001335,"794 448,96 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 67 ИМЕНИ Л. А. ВОРОХОБОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",ГКБ № 67,7734091519,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕТСИЭРЭМ"" (ООО ""ГЕТСИЭРЭМ"")",7721577573,"109544, Г МОСКВА 77, Б-Р ЭНТУЗИАСТОВ, ДОМ 2, ЭТАЖ 22 КОМ. 50",+7 (495) 229-36-10,anbo1710@mail.ru,
№ 2772401520521000538,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772401520521000538,"1 796 718,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДИАГНОСТИЧЕСКИЙ ЦЕНТР (ЦЕНТР ЛАБОРАТОРНЫХ ИССЛЕДОВАНИЙ) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДЦЛИ ДЗМ""",7724015205,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИСТА"" (ООО ""МЕДИСТА"")",7727394946,"107023, Г МОСКВА 77, УЛ БОЛЬШАЯ СЕМЁНОВСКАЯ, ДОМ 40, СТРОЕНИЕ 26, ЭТ 1 ПОМ БЛОК3 ОФ В",+7 (965) 182-97-58,alena.kosova@mail.ru,
№ 3503220469421000004,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3503220469421000004,"552 500,00 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ КУЛЬТУРНО-ДОСУГОВЫЙ ЦЕНТР ""ЗАРЕЧЬЕ""","МБУК КДЦ ""ЗАРЕЧЬЕ""",5032204694,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРЕДПРИЯТИЕ ЛЕГКОЙ ПРОМЫШЛЕННОСТИ ""ТКАЧИХА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРЕДПРИЯТИЕ ЛЕГКОЙ ПРОМЫШЛЕННОСТИ ""ТКАЧИХА"")",6671065568,"620105, ОБЛ. СВЕРДЛОВСКАЯ 66, Г. Екатеринбург, УЛ. ХРУСТАЛЬНОГОРСКАЯ, Д. 88/2, ПОМЕЩ. 2.4",8-343-2059771,3555622@mail.ru,
