Реестровый номер контракта,Ссылка на контракт,Цена контракта,Полное наименование заказчика,Сокращенное наименование заказчика,ИНН,Дата начала исполнения контракта,Дата окончания исполнения контракта,Наименование поставщика,ИНН поставщика,Адрес поставщика,Телефон поставщика,Почта Поставщика,
№ 3502714342121000014,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502714342121000014,"890 500,00 ₽","МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ СПОРТИВНЫХ СООРУЖЕНИЙ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОЙ ОКРУГ ЛЮБЕРЦЫ МОСКОВСКОЙ ОБЛАСТИ","МУ ""ДИРЕКЦИЯ СПОРТИВНЫХ СООРУЖЕНИЙ""",5027143421,09.11.21,25.12.21,ГЕЛЬМАН СВЕТЛАНА ПЕТРОВНАИндивидуальный предприниматель,521406377334,"ОБЛ НИЖЕГОРОДСКАЯ 52, Г НИЖНИЙ НОВГОРОД",7-925-9072602,gelmans.p@mail.ru,
№ 2771482395821000057,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771482395821000057,"171 000 000,00 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ИНФОРМАЦИОННО-АНАЛИТИЧЕСКИЙ ЦЕНТР В СФЕРЕ ЗДРАВООХРАНЕНИЯ""",ГКУ ИАЦ В СФЕРЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ,7714823958,10.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛИТ КЛАУДЗ"" (ООО ""СОЛИТ КЛАУДЗ"")",7701416948,"127015, Г. МОСКВА 77, УЛ. НОВОДМИТРОВСКАЯ, Д. 2, К. 1, ЭТАЖ 3 ПОМЕЩ./КОМ. ХХХ/1",+7 (495) 762-96-00,info@solit-clouds.ru,
№ 2772603323121000063,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772603323121000063,"2 244 723,17 ₽",ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ №30 ДЕПАРТАМЕНТА ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ,ГБУ ПНИ №30,7726033231,10.11.21,30.10.22,ЗАСЕЦКИЙ СТАНИСЛАВ АЛЕКСЕЕВИЧИндивидуальный предприниматель,772397446940,Г МОСКВА 77,+7 (925) 930-55-54,ip-zasetsky@yandex.ru,
№ 3500900589121000273,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3500900589121000273,"605 286,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ДОМОДЕДОВСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА""","ГБУЗ МО ""ДЦГБ""",5009005891,08.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМСКЛАД №1"" (ООО ""ФАРМСКЛАД №1"")",5029251207,"141044, ОБЛ МОСКОВСКАЯ 50, Г МЫТИЩИ, Д ГРИБКИ, ДОМ 19А, ЛИТ 1Б, ЭТАЖ 2",7-903-7197633,tender@pharma-cell.ru,
№ 3500704145321000009,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3500704145321000009,"824 055,00 ₽",МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА АЛЬБЕРТА ДЕМЧЕНКО,МУ СШОР АЛЬБЕРТА ДЕМЧЕНКО,5007041453,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР АВТОМОБИЛЬНЫХ ПЕРЕВОЗОК И ДОРОЖНЫХ РАБОТ"" (ООО ""ЦАП"")",5007082315,"141801, ОБЛ МОСКОВСКАЯ 50, Г ДМИТРОВ, УЛ ПРОФЕССИОНАЛЬНАЯ, ДОМ 3, ЭТ/ПОМ/ОФ 2/2/1",8-496-2246446,albukreev@yandex.ru,
№ 3500900589121000271,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3500900589121000271,"5 700 552,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ДОМОДЕДОВСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА""","ГБУЗ МО ""ДЦГБ""",5009005891,08.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГУД ДИСТРИБЬЮШН ПАРТНЕРС"" (ООО ""ДЖИ ДИ ПИ"")",9705031526,"115093, Г МОСКВА 77, ПЕР 1-Й ЩИПКОВСКИЙ, ДОМ 25",7-919-1050768,volokina.n.a@366.ru,
№ 2771608099421000204,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771608099421000204,"1 189 656,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОСПИТАЛЬ ДЛЯ ВЕТЕРАНОВ ВОЙН №3 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГВВ № 3 ДЗМ""",7716080994,09.11.21,30.12.21,ВАЛУЙСКИХ ОЛЬГА ВАДИМОВНАИндивидуальный предприниматель,773378657144,Г. МОСКВА 77,+7 (985) 116-25-14,bettina.g.arnim@gmail.com,
№ 2771446405721000059,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771446405721000059,"1 623 497,96 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЦЕНТР БУХГАЛТЕРСКОГО УЧЕТА И ОТЧЕТНОСТИ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГКУ ""ЦБУИО ДЗМ""",7714464057,11.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕГАТРОН НН"" (ООО ""МЕГАТРОН НН"")",5249163588,"606029, ОБЛ НИЖЕГОРОДСКАЯ 52, Г ДЗЕРЖИНСК, ПР-КТ ЦИОЛКОВСКОГО, ДОМ 42, КВАРТИРА 33",+7 (952) 452-20-77,info@megatron-nn.ru,
№ 2771059578921000007,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771059578921000007,"4 135 540,78 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ГОРОДСКОЙ СОВЕТ ОБЩЕСТВЕННЫХ ПУНКТОВ ОХРАНЫ ПОРЯДКА""","ГКУ ""МГС ОПОП""",7710595789,01.01.22,31.12.23,ИВАНОВ ИВАН ПАВЛОВИЧИндивидуальный предприниматель,530401048147,Г МОСКВА 77,+7 (494) 204-22-28,bat013@mail.ru,
№ 2772009352321001243,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772009352321001243,"6 432 192,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ КЛИНИЧЕСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР ИМЕНИ А.С. ЛОГИНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",ГБУЗ МКНЦ ИМЕНИ А.С. ЛОГИНОВА ДЗМ,7720093523,09.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БКС-ФАРМА"" (ООО ""БКС-ФАРМА"")",5074067256,"142153, ОБЛ. МОСКОВСКАЯ 50, Г. Подольск, Д. Новоселки, ТЕР. ТЕХНОПАРКА, Д. 7, КОМ. 63",+7(917)522-57-11,info@bks-pharma.ru,
№ 2771596681421000157,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771596681421000157,"1 446 230,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ МЕДВЕДКОВО""","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ МЕДВЕДКОВО""",7715966814,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОБЕТОН"" (ООО ""ЕВРОБЕТОН"")",5007097248,"141800, ОБЛ МОСКОВСКАЯ 50, Г ДМИТРОВ, УЛ ПРОФЕССИОНАЛЬНАЯ, ДОМ 20, КОРПУС 1, ОФИС 304",+7 (495) 233-13-91,00000@mail.ru,
№ 2771596681421000156,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771596681421000156,"2 989 949,85 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ МЕДВЕДКОВО""","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ МЕДВЕДКОВО""",7715966814,08.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОСМОС"" (ООО ""КОСМОС"")",7733331373,"125362, Г МОСКВА 77, УЛ ДОЛГОВА, ДОМ 1, КОРПУС 1, КВАРТИРА 60",+7 (909) 999-93-54,koc-moc18@mail.ru,
№ 2772407087021001286,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772407087021001286,"7 159 416,18 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ С.С. ЮДИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. С.С. ЮДИНА ДЗМ""",7724070870,11.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙЭКСПЕРТ-М"" (ООО ""СТРОЙЭКСПЕРТ-М"")",7724425441,"115477, Г. МОСКВА 77, УЛ. ДЕЛОВАЯ, Д. 18, СТР. 1, ЭТАЖ 2 КОМ. 14",+7 (495) 960-78-63,stroiexpert-m@mail.ru,
№ 2773315118721000023,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773315118721000023,"2 438 200,00 ₽","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 14 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГАУЗ ""СП № 14 ДЗМ""",7733151187,08.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""БУЛАТ"" (ООО ""НПП ""БУЛАТ"")",5018049743,"141067, ОБЛ МОСКОВСКАЯ 50, Г КОРОЛЁВ, УЛ КОМИТЕТСКИЙ ЛЕС (БОЛШЕВО МКР), ДОМ 18, СТРОЕНИЕ 2, ПОМЕЩЕНИЕ III",+7 (903) 725-94-82,bulatsteel@mail.ru,
№ 3502920616221000001,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502920616221000001,"560 476,00 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 76 ""АЛЫЕ ПАРУСА""","МБДОУ № 76 ""АЛЫЕ ПАРУСА""",5029206162,09.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОПРОДУКТ"" (ООО ""ЭКОПРОДУКТ"")",7743164315,"125212, Г МОСКВА 77, Б-Р КРОНШТАДТСКИЙ, ДОМ 7А, СТРОЕНИЕ 1, ПОМЕЩЕНИЕ I КОМНАТА 26",7-916-6776703,ekoproduktooo@yandex.ru,
№ 2971002595121000026,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2971002595121000026,"4 133 220,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ГЛАВНОЕ АРХИТЕКТУРНО-ПЛАНИРОВОЧНОЕ УПРАВЛЕНИЕ МОСКОМАРХИТЕКТУРЫ""","ГБУ ""ГЛАВАПУ""",9710025951,15.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОКОМ"" (ООО ""ТЕХНОКОМ"")",6316182566,"443080, ОБЛ САМАРСКАЯ 63, Г САМАРА, УЛ РЕВОЛЮЦИОННАЯ, 70, ЛИТЕРА 3, ОФИС 6",+7 (846) 205-72-72,Panina@tk-russia.ru,
№ 1672200886721000025,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1672200886721000025,"713 895,26 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СТАНЦИЯ АГРОХИМИЧЕСКОЙ СЛУЖБЫ ""ВЯЗЕМСКАЯ""","ФГБУ САС ""ВЯЗЕМСКАЯ""",6722008867,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕГАТРОН НН"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕГАТРОН НН"")",5249163588,"606029, ОБЛ НИЖЕГОРОДСКАЯ 52, Г ДЗЕРЖИНСК, ПР-КТ ЦИОЛКОВСКОГО, ДОМ 42, КВАРТИРА 33",7-952-4522077,info@megatron-nn.ru,
№ 1772908209021000493,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772908209021000493,"647 514,86 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ М.В.ЛОМОНОСОВА""","МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ М.В.ЛОМОНОСОВА, МГУ ИМЕНИ М.В.ЛОМОНОСОВА, МОСКОВСКИЙ УНИВЕРСИТЕТ ИЛИ МГУ",7729082090,08.11.21,06.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДГОССНАБ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДГОССНАБ"")",7736562266,"119526, Г МОСКВА 77, ПР-КТ ЛЕНИНСКИЙ, ДОМ 146, ОФИС 346",7-499-7550250,Medgossnab@mail.ru,
№ 3500700052021000008,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3500700052021000008,"1 440 208,80 ₽",МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СИНЬКОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 2,МОУ СИНЬКОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 2,5007000520,01.07.21,31.12.21,"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ДМИТРОВСКОЕ УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ДМИТРОВСКИЙ ГОРОДСКОЙ ОКРУГ МОСКОВСКОЙ ОБЛАСТИ (МУП ""ДУ ЖКХ"")",5007105604,"141802, ОБЛ МОСКОВСКАЯ 50, Г ДМИТРОВ, УЛ ЗАВОДСКАЯ, ДОМ 18, ОФИС 1",7-495-2254696,-,
№ 2772308493621000651,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772308493621000651,"9 200 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.П. ДЕМИХОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМЕНИ В.П. ДЕМИХОВА ДЗМ""",7723084936,10.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКО-МЕД-ИС"" (ООО ""ЭКО-МЕД-ИС"")",7733224332,"125167, Г МОСКВА 77, УЛ ПЛАНЕТНАЯ, ДОМ 11, ПОМЕЩЕНИЕ 6/22 РМ-6",8 (800) 301-25-27,lis@ecomeds.ru,
№ 1770585133121000265,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770585133121000265,"12 100 000,00 ₽",МИНИСТЕРСТВО КУЛЬТУРЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,МИНКУЛЬТУРЫ РОССИИ,7705851331,10.11.21,19.01.24,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЦЕНТРАЛЬНЫЕ НАУЧНО-РЕСТАВРАЦИОННЫЕ ПРОЕКТНЫЕ МАСТЕРСКИЕ"" (ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЦЕНТРАЛЬНЫЕ НАУЧНО-РЕСТАВРАЦИОННЫЕ ПРОЕКТНЫЕ МАСТЕРСКИЕ"")",7709094629,"109544, Г МОСКВА 77, УЛ ШКОЛЬНАЯ, 24",7-495-6785212,info@cnrpm.ru,
№ 2772308493621000650,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772308493621000650,"862 773,96 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.П. ДЕМИХОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМЕНИ В.П. ДЕМИХОВА ДЗМ""",7723084936,09.11.21,31.08.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕГА-РАЙД"" (ООО ""МЕГА-РАЙД"")",7722214614,"111024, Г МОСКВА 77, УЛ АВИАМОТОРНАЯ, ДОМ 50, СТРОЕНИЕ 2, ПОМЕЩЕНИЕ ХI КОМНАТА 16",+7 (495) 612-07-75,mega-raid@yandex.ru,
№ 2772308493621000649,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772308493621000649,"2 842 591,20 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.П. ДЕМИХОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМЕНИ В.П. ДЕМИХОВА ДЗМ""",7723084936,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРТОКАРД"" (ООО ""ОРТОКАРД"")",7731631100,"127238, Г МОСКВА 77, ПРОЕЗД ИЛЬМЕНСКИЙ, ДОМ 13, СТРОЕНИЕ 1, КОМНАТА  14",+7 (499) 488-24-95,ortocard@mail.ru,
№ 2773604884721000479,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773604884721000479,"9 900 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.В. ВИНОГРАДОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. В.В. ВИНОГРАДОВА ДЗМ""",7736048847,25.12.21,31.03.23,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛОГИКА"" (АО ""ЛОГИКА"")",7735000722,"124498, Г МОСКВА 77, Г ЗЕЛЕНОГРАД, ПРОЕЗД 4922-Й, ДОМ 2, СТРОЕНИЕ 5",+7 (499) 731-94-41,logika2009@mail.ru,
№ 2772308493621000648,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772308493621000648,"1 462 802,39 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.П. ДЕМИХОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМЕНИ В.П. ДЕМИХОВА ДЗМ""",7723084936,10.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРТОКАРД"" (ООО ""ОРТОКАРД"")",7731631100,"127238, Г МОСКВА 77, ПРОЕЗД ИЛЬМЕНСКИЙ, ДОМ 13, СТРОЕНИЕ 1, КОМНАТА  14",+7 (499) 488-24-95,ortocard@mail.ru,
№ 2771650081821000002,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771650081821000002,"12 063 624,65 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ СОЦИАЛЬНО-РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ДЛЯ НЕСОВЕРШЕННОЛЕТНИХ ""ВОЗРОЖДЕНИЕ"" ДЕПАРТАМЕНТА ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ","ГБУ СРЦ ""ВОЗРОЖДЕНИЕ""",7716500818,08.11.21,31.10.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"" (ООО ""ЧОП ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"")",7722593458,"109542, Г МОСКВА 77, ПР-КТ РЯЗАНСКИЙ, ДОМ 86/1, СТРОЕНИЕ 1, ЭТ 5 КАБ 5",+7 (495) 777-13-24,lastochkin.rn@bayard-security.ru,
№ 1772908209021000492,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772908209021000492,"21 977 344,96 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ М.В.ЛОМОНОСОВА""","МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ М.В.ЛОМОНОСОВА, МГУ ИМЕНИ М.В.ЛОМОНОСОВА, МОСКОВСКИЙ УНИВЕРСИТЕТ ИЛИ МГУ",7729082090,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИТ - МАСС-СПЕКТРОМЕТРИЧЕСКИЕ ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИТ - МАСС-СПЕКТРОМЕТРИЧЕСКИЕ ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ"")",7706611100,"121471, Г МОСКВА 77, Ш МОЖАЙСКОЕ, ДОМ 29, Э 1 ПОМ VI К 39 ОФ 40",7-495-9958890,neona76@rambler.ru,
№ 1770712545521000069,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770712545521000069,"993 290,00 ₽",АППАРАТ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ,,7707125455,01.01.22,31.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОДПИСКА-ЭКСПРЕСС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОДПИСКА-ЭКСПРЕСС"")",7733278578,"127015, Г МОСКВА 77, УЛ НОВОДМИТРОВСКАЯ, ДОМ 5А, СТРОЕНИЕ 4, ПОМ 1 ЭТ ПОД КОМ 31",8-915-5385363,v.sevostyanova@podpiska-express.ru,
