Реестровый номер контракта,Ссылка на контракт,Цена контракта,Полное наименование заказчика,Сокращенное наименование заказчика,ИНН,Дата начала исполнения контракта,Дата окончания исполнения контракта,Наименование поставщика,ИНН поставщика,Адрес поставщика,Телефон поставщика,Почта Поставщика,
№ 2772401520521000527,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772401520521000527,"6 189 049,60 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДИАГНОСТИЧЕСКИЙ ЦЕНТР (ЦЕНТР ЛАБОРАТОРНЫХ ИССЛЕДОВАНИЙ) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДЦЛИ ДЗМ""",7724015205,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ЭДТА"" (ООО ""КОМПАНИЯ ЭДТА"")",3257073630,"241019, ОБЛ БРЯНСКАЯ 32, Г БРЯНСК, УЛ 2-Я ПОЧЕПСКАЯ, СТРОЕНИЕ 42/1, ОФИС 4-14",+7 (483) 232-07-28,oooedta@mail.ru,
№ 3503807992221000083,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3503807992221000083,"706 615,83 ₽","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПУШКИНСКОГО ГОРОДСКОГО ОКРУГА ""ПУШКИНСКОЕ ГОРОДСКОЕ ХОЗЯЙСТВО""","МКУ ""ПУШГОРХОЗ""",5038079922,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПК ТЕХ"" (ООО ""ПК ТЕХ"")",5038125760,"141281, ОБЛ МОСКОВСКАЯ 50, Г ИВАНТЕЕВКА, ПРОЕЗД САНАТОРНЫЙ, ДОМ 1, ЗДАНИЕ БИЗНЕС-ЦЕНТРА, ОФИС 10",89035372344,89035372344@mail.ru,
№ 3505305791621000008,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3505305791621000008,"710 749,06 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЭЛЕКТРОСТАЛЬСКАЯ КОММУНАЛЬНАЯ КОМПАНИЯ""","МБУ ""ЭЛЕКТРОСТАЛЬСКАЯ КОММУНАЛЬНАЯ КОМПАНИЯ""",5053057916,08.11.21,28.02.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙРФ И СО"" (ООО ""СТРОЙРФ И СО"")",9718178389,"107497, Г. МОСКВА 77, УЛ. МОНТАЖНАЯ, Д. 9, СТР. 1, ЭТАЖ 2 ПОМЕЩ./КОМН./ОФИС III/12/1",7-926-7556570,me2581@mail.ru,
№ 2771017022521000018,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771017022521000018,"2 975 863,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ ""МУЗЕЙНО-ВЫСТАВОЧНОЕ ОБЪЕДИНЕНИЕ ""МАНЕЖ""","ГБУК Г.МОСКВЫ ""МВО ""МАНЕЖ""",7710170225,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТ ИНЖИНИРС"" (ООО ""СМАРТ-И"")",7725772134,"108811, Г МОСКВА 77, КМ КИЕВСКОЕ ШОССЕ 22-Й (П МОСКОВСКИЙ), ВЛАДЕНИЕ 4, СТРОЕНИЕ 2, ОФИС 1 ЭТАЖ 7",+7 (495) 960-84-45,me@smrte.ru,
№ 1770721078121000126,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770721078121000126,"1 490 000,00 ₽",АППАРАТ ГОСУДАРСТВЕННОЙ ДУМЫ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ,,7707210781,01.12.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКТИВ КОМПЬЮТЕРС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКТИВ КОМПЬЮТЕРС"")",7705711670,"111123, Г МОСКВА 77, Ш ЭНТУЗИАСТОВ, ДОМ 31, СТРОЕНИЕ 39, ЭТ 3 ПОМ I КОМ 26Б, 26В, 12, 26А",7-495-9505799,v.zakharova@acomps.ru,
№ 3502702397421000065,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502702397421000065,"2 473 458,30 ₽","АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОДСКОЙ ОКРУГ ДЗЕРЖИНСКИЙ МОСКОВСКОЙ ОБЛАСТИ""",АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ДЗЕРЖИНСКИЙ,5027023974,08.11.21,28.02.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПУЛЬС 6+1"" (ООО ""ИМПУЛЬС 6+1"")",9721008316,"109462, Г МОСКВА 77, УЛ ЮНЫХ ЛЕНИНЦЕВ, ДОМ 43/33, ПОМЕЩЕНИЕ I КОМ 3",7-926-3621914,impuls61@bk.ru,
№ 1771203845521000185,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771203845521000185,"20 215 395,28 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ АВИАЦИОННЫЙ ИНСТИТУТ (НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ)""",МАИ,7712038455,08.11.21,23.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""М-ИНВЕСТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""М-ИНВЕСТ"")",7743553167,"140002, ОБЛ МОСКОВСКАЯ 50, Г ЛЮБЕРЦЫ, УЛ КОЛХОЗНАЯ, ДОМ 19-А, ПОМЕЩЕНИЕ I ОФИС №1",7-495-7999600,sale@m-investment.ru,
№ 1772801635121000543,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772801635121000543,"835 200,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ЭНДОКРИНОЛОГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""НМИЦ ЭНДОКРИНОЛОГИИ"" МИНЗДРАВА РОССИИ",7728016351,09.11.21,30.12.21,ВАХРУШЕВА НАТАЛЬЯ ВЛАДИМИРОВНАИндивидуальный предприниматель,667108520620,"ОБЛ СВЕРДЛОВСКАЯ 66, Г ЕКАТЕРИНБУРГ",7-499-3228431,info@ipvah.ru,
№ 3503102411321000012,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3503102411321000012,"840 903,30 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБРАЗОВАНИЯ №5 ИМЕНИ ГЕРОЯ РОССИИ МАКСИМА СУРАЕВА""",МБОУ ЦО №5,5031024113,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭТАЛОН ИНВЕСТ"" (ООО ""ЭТАЛОН ИНВЕСТ"")",5031129927,"142403, ОБЛ МОСКОВСКАЯ 50, Г НОГИНСК, УЛ СОВЕТСКОЙ КОНСТИТУЦИИ, ДОМ 3, СТРОЕНИЕ 17, ПОМЕЩЕНИЕ 15",7-926-7172771,dgg092@mail.ru,
№ 1770993805421000122,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770993805421000122,"2 210 034,03 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ НАУЧНО-КЛИНИЧЕСКИЙ ЦЕНТР РЕАНИМАТОЛОГИИ И РЕАБИЛИТОЛОГИИ""",ФНКЦ РР,7709938054,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСИДАМЕД"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСИДАМЕД"")",9725006486,"115114, Г МОСКВА 77, УЛ ДЕРБЕНЕВСКАЯ, ДОМ 11, ЭТАЖ  2 КОМ №1",7-495-7622964,sida.info@yandex.ru,
№ 2771019222921000049,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771019222921000049,"1 300 000,00 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""МОСКОВСКАЯ ГОРОДСКАЯ ПОИСКОВО-СПАСАТЕЛЬНАЯ СЛУЖБА НА ВОДНЫХ ОБЪЕКТАХ""","ГКУ ""МГПСС""",7710192229,21.12.21,31.12.22,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ГОСУДАРСТВЕННЫЙ НАУЧНЫЙ ЦЕНТР РОССИЙСКОЙ ФЕДЕРАЦИИ - ИНСТИТУТ МЕДИКО-БИОЛОГИЧЕСКИХ ПРОБЛЕМ РОССИЙСКОЙ АКАДЕМИИ НАУК (ГНЦ РФ - ИМБП РАН),7714038980,"123007, Г МОСКВА 77, Ш ХОРОШЁВСКОЕ, 76А",+7 (499) 195-15-73,info@imbp.ru,
№ 2772719662321000100,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772719662321000100,"2 279 500,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКАЯ ПОЛИКЛИНИКА № 121 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""КДП №121 ДЗМ""",7727196623,09.11.21,31.12.21,ЛАЗАРЕВ ОЛЕГ ЮРЬЕВИЧИндивидуальный предприниматель,711107109551,"ОБЛ ТУЛЬСКАЯ 71, Р-Н ЗАОКСКИЙ, - ЗАОКСКИЙ",+7 (925) 127-30-30,89251273030@mail.ru,
№ 1770707953721000581,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770707953721000581,"11 820 000,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ГОСУДАРСТВЕННЫЙ АКАДЕМИЧЕСКИЙ БОЛЬШОЙ ТЕАТР РОССИИ""",БОЛЬШОЙ ТЕАТР РОССИИ,7707079537,08.11.21,30.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМНЫЕ КОМПОНЕНТЫ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМНЫЕ КОМПОНЕНТЫ"")",7723703311,"109388, Г МОСКВА 77, УЛ ПОЛБИНА, ДОМ 3, СТРОЕНИЕ 2, ПОМ. I КАБ. 15",7-499-7223708,avp@syscomnet.ru,
№ 1772912206321000460,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772912206321000460,"6 630 857,64 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1""",7729122063,08.11.21,28.02.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛТРЕЙД"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛТРЕЙД"")",7709487997,"109004, Г МОСКВА 77, УЛ АЛЕКСАНДРА СОЛЖЕНИЦЫНА, ДОМ 27, КОМНАТА 41",7-495-9884718,info@inteltreyd.ru,
№ 1505000457821000067,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1505000457821000067,"574 359,65 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА-ИНТЕРНАТ МИНИСТЕРСТВА ИНОСТРАННЫХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""","ФГБОУ ""СРЕДНЯЯ ШКОЛА-ИНТЕРНАТ МИД РОССИИ""",5050004578,08.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНАТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНАТ"")",5035042829,"142505, ОБЛ МОСКОВСКАЯ 50, Г ПАВЛОВСКИЙ ПОСАД, УЛ РАЗИНА, ДОМ 6А",7-49643-22356,ooo.granat@bk.ru,
№ 2770500260221000511,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770500260221000511,"999 999,98 ₽","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""МОСГОРТРАНС""","ГУП ""МОСГОРТРАНС""",7705002602,08.11.21,30.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТ СИТИ"" (ООО ""СМАРТ СИТИ"")",5047186550,"141701, ОБЛ МОСКОВСКАЯ 50, Г ДОЛГОПРУДНЫЙ, ПРОЕЗД ЛИХАЧЕВСКИЙ, ДОМ 14, КОРПУС 1, ПОМЕЩЕНИЕ 24 Б",+7 (495) 123-35-93,tyurnin.al@aol.com,
№ 3502000770121000188,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502000770121000188,"595 500,00 ₽",АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА КЛИН,,5020007701,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭСТЕТИКА"" (ООО ""ЭСТЕТИКА"")",5020085442,"141606, ОБЛ МОСКОВСКАЯ 50, Г КЛИН, УЛ ГАГАРИНА, ДОМ 37/1, КВАРТИРА 1",7-495-5454545,kadr-media@mail.ru,
№ 1503200100621000076,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1503200100621000076,"611 925,00 ₽","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""РЕАБИЛИТАЦИОННЫЙ ЦЕНТР""","ФКУ ""РЕАБИЛИТАЦИОННЫЙ ЦЕНТР""",5032001006,09.11.21,30.11.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГ-СЕРВИС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГ-СЕРВИС"")",2311157030,"350001, КРАЙ КРАСНОДАРСКИЙ 23, Г КРАСНОДАР, УЛ ИМ. КОВТЮХА, ДОМ 98, ОФИС 308",8-918-3772111,yug11_11@bk.ru,
№ 1471400427021000920,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1471400427021000920,"3 804 000,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ФЕДЕРАЛЬНЫЙ ЭКОЛОГИЧЕСКИЙ ОПЕРАТОР""","ФГУП ""ФЭО""",4714004270,09.11.21,06.01.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЛДИНГ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЛДИНГ"")",6439073302,"413840, ОБЛ САРАТОВСКАЯ 64, Г БАЛАКОВО, УЛ СТЕПНАЯ, ДОМ 86, КВАРТИРА 33",7-8453-340233,balbild@bk.ru,
№ 1772801635121000542,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772801635121000542,"2 099 118,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ЭНДОКРИНОЛОГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""НМИЦ ЭНДОКРИНОЛОГИИ"" МИНЗДРАВА РОССИИ",7728016351,09.11.21,17.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИТАДЕЛЬ-ТРЕЙД"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИТАДЕЛЬ-ТРЕЙД"")",7721164128,"105037, Г МОСКВА 77, УЛ 1-Я ПРЯДИЛЬНАЯ, 9, 1",7-925-2029107,555lena5@bk.ru,
№ 1503800814221000246,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1503800814221000246,"1 261 894,38 ₽","ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛЬНАЯ БАЗА АВИАЦИОННОЙ ОХРАНЫ ЛЕСОВ ""АВИАЛЕСООХРАНА""","ФБУ ""АВИАЛЕСООХРАНА""",5038008142,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПЬЮТЕРНЫЕ СИСТЕМЫ СВЯЗИ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПЬЮТЕРНЫЕ СИСТЕМЫ СВЯЗИ"")",7733344527,"125476, Г МОСКВА 77, УЛ ВАСИЛИЯ ПЕТУШКОВА, ДОМ 31, СТРОЕНИЕ 2, ЭТ. 1, ПОМ.1, КОМ.1",7-812-7401110,tender@cscomputer.ru,
№ 3507502771421000088,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3507502771421000088,"692 735,14 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РУЗСКОГО ГОРОДСКОГО ОКРУГА ""БЛАГОУСТРОЙСТВО""","МБУ РГО ""БЛАГОУСТРОЙСТВО""",5075027714,09.11.21,31.12.21,ВИНОГРАДОВА ПОЛИНА ИВАНОВНАИндивидуальный предприниматель,771822343905,Г. МОСКВА 77,7-909-9842616,setik80@yandex.ru,
№ 2502713007721000219,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2502713007721000219,"990 659,64 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКАЯ ОБЛАСТНАЯ ПРОТИВОПОЖАРНО-СПАСАТЕЛЬНАЯ СЛУЖБА""","ГКУ МО ""МОСОБЛПОЖСПАС""",5027130077,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯКРА"" (ООО ""ЯКРА"")",7606115669,"150040, ОБЛ ЯРОСЛАВСКАЯ 76, Г ЯРОСЛАВЛЬ, УЛ НЕКРАСОВА, ДОМ 41, ОФИС 242",79038207237,yakra76@yandex.ru,
№ 1770707953721000580,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770707953721000580,"18 127 247,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ГОСУДАРСТВЕННЫЙ АКАДЕМИЧЕСКИЙ БОЛЬШОЙ ТЕАТР РОССИИ""",БОЛЬШОЙ ТЕАТР РОССИИ,7707079537,01.01.22,30.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКРОТЕК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКРОТЕК"")",7726513830,"121353, Г МОСКВА 77, Ш СКОЛКОВСКОЕ, ДОМ 31, СТРОЕНИЕ 2, ЭТАЖ  4 ПОМЕЩЕНИЕ II КОМН 1",7-495-2151469,macrotech77@mail.ru,
№ 3502206635721000132,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502206635721000132,"634 903,80 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КОНЬКОБЕЖНЫЙ ЦЕНТР ""КОЛОМНА""","МБУ ""КОНЬКОБЕЖНЫЙ ЦЕНТР ""КОЛОМНА""",5022066357,08.11.21,31.12.21,ТИХОМИРОВ АЛЕКСАНДР КОНСТАНТИНОВИЧИндивидуальный предприниматель,782688152927,Город Санкт-Петербург 78,7-911-2320395,tak@tech-service-spb.com,
№ 2504715180821000036,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2504715180821000036,"3 212 282,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""ЦЕНТР СПОРТИВНОЙ ПОДГОТОВКИ ПО ОЛИМПИЙСКИМ ВИДАМ СПОРТА""","ГБУ МО ""ЦСП ОВС""",5047151808,09.11.21,31.01.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОРСКОЙ СЕРВИС"" (ООО ""МОРСЕРВИС"")",6732213181,"214036, ОБЛ. СМОЛЕНСКАЯ 67, Г. Смоленск, УЛ. СМОЛЬЯНИНОВА, Д. 15, ОФИС 56/5",7-900-2280671,"denis.laptenok@gmail.com, VASIL-199012@MAIL.RU",
№ 3500313844721000125,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3500313844721000125,"6 200 000,00 ₽",АДМИНИСТРАЦИЯ ЛЕНИНСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ,АДМИНИСТРАЦИЯ ЛЕНИНСКОГО ГОРОДСКОГО ОКРУГА,5003138447,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕЙКА"" (ООО ""РЕЙКА"")",9709054002,"109004, Г МОСКВА 77, УЛ СТАНИСЛАВСКОГО, ДОМ 10, СТРОЕНИЕ 1, ЭТАЖ 1 ПОМ 9",74951203116,info@reika.ru,
№ 2771307950321000384,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771307950321000384,"1 550 967,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ С.И. СПАСОКУКОЦКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. С.И. СПАСОКУКОЦКОГО ДЗМ""",7713079503,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМЛАЙН"" (ООО ""ФАРМЛАЙН"")",7714511476,"127287, Г. МОСКВА 77, УЛ. ХУТОРСКАЯ 2-Я, Д. 38А, СТР. 8, ЭТАЖ 3 ПОМЕЩ. V ОФИС 5",+7 (495) 234-07-04,office@pharmline.ru,
№ 2772838158721000527,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772838158721000527,"6 621 142 870,00 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""УПРАВЛЕНИЕ ДОРОЖНО-МОСТОВОГО СТРОИТЕЛЬСТВА""","ГКУ ""УДМС""",7728381587,08.11.21,05.06.25,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОНОЛИТНОЕ СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-1"" (АО ""МСУ-1"")",7745000111,"140005, ОБЛ МОСКОВСКАЯ 50, Г ЛЮБЕРЦЫ, УЛ КОМСОМОЛЬСКАЯ, ДОМ 15А, ЭТАЖ 11, ПОМЕЩЕНИЕ 19",+7 (495) 286-76-80,info@mcy-1.ru,
№ 1770707953721000579,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770707953721000579,"1 593 578,98 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ГОСУДАРСТВЕННЫЙ АКАДЕМИЧЕСКИЙ БОЛЬШОЙ ТЕАТР РОССИИ""",БОЛЬШОЙ ТЕАТР РОССИИ,7707079537,01.01.22,30.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКРОТЕК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКРОТЕК"")",7726513830,"121353, Г МОСКВА 77, Ш СКОЛКОВСКОЕ, ДОМ 31, СТРОЕНИЕ 2, ЭТАЖ  4 ПОМЕЩЕНИЕ II КОМН 1",7-495-2151469,macrotech77@mail.ru,
